Coin,Name,Symbol,PCoin,PPrice,Trend_1M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
POND,POND/USDT,pondusdt,4,6,0,0.010383,0.010434,2,1,1,1,0.010415,0.010415,0.010383,0.010542,0.010542,-9999.989519,0.010383,0.010461,0.010008,0.010008,False,False,0,0.010542,0.010415,0.010542,0.010415
WBTC,WBTC/USDT,wbtcusdt,4,2,0,0.0,0.0,1,0,0,0,30101.33,30101.33,29242.22,29242.22,29242.22,20101.33,29242.22,29242.22,29242.22,29242.22,False,False,1,0.0,29242.22,30101.33,30101.33
AAVE,AAVE/USDT,aaveusdt,4,4,0,90.1802,89.8345,1,0,1,0,93.6852,93.6852,90.1802,90.4199,90.4199,-9906.3148,90.1802,90.4199,90.755,90.755,False,False,1,90.7659,90.1802,93.6852,93.6852
BSV,BSV/USDT,bsvusdt,4,4,2,48.0349,47.7422,1,0,1,1,50.7597,50.7143,47.9715,48.0975,10048.0078,-9949.2857,48.0349,47.7422,48.3838,48.3838,False,False,1,48.0975,47.9715,50.7597,50.7143
MATIC,MATIC/USDT,maticusdt,4,6,0,0.642296,0.639601,1,0,1,0,0.671963,0.670678,0.642296,0.646069,0.646069,-9999.329322,0.642296,0.639601,0.642941,0.642941,False,False,1,0.646069,0.642296,0.671963,0.671701
ALGO,ALGO/USDT,algousdt,2,4,0,0.4284,0.4275,1,0,1,0,0.4473,0.4466,0.4284,0.4335,0.4335,-9999.5534,0.4284,0.4277,0.4282,0.4282,False,False,1,0.4335,0.4284,0.4473,0.4469
EOS,EOS/USDT,eosusdt,4,4,2,1.288,1.2987,1,0,1,1,1.3574,1.3569,1.2939,1.2987,10001.2939,-9998.6431,1.2953,1.2987,1.2912,1.2912,False,False,1,1.2939,1.2939,1.3574,1.3569
TRX,TRX/USDT,trxusdt,2,6,2,0.072186,0.072484,1,0,1,1,0.076049,0.075887,0.072382,0.072484,10000.072467,-9999.924113,0.072399,0.072484,0.071851,0.071851,False,False,1,0.072382,0.072382,0.076049,0.075963
NEO,NEO/USDT,neousdt,4,2,0,10.25,10.22,1,0,1,0,10.75,10.75,10.25,10.3,10.3,-9989.25,10.25,10.24,10.25,10.25,False,False,1,10.3,10.25,10.75,10.75
HC,HC/USDT,hcusdt,4,4,0,0.15,0.152,1,0,1,0,0.1554,0.1554,0.15,0.1535,0.1535,-9999.8446,0.15,0.152,0.1518,0.1518,False,False,1,0.1474,0.15,0.1554,0.1554
BSV*(-3),BSV*(-3)/USDT,bsv3susdt,4,8,1,0.0,0.0002124,0,1,0,1,0.00017907,0.00017907,0.00021196,0.0002124,10000.00017907,0.00021199,0.00021196,0.0002124,0.00020994,0.00020994,False,False,0,0.000213,0.00017907,0.0002124,0.00017907
BAL,BAL/USDT,balusdt,2,4,0,7.5451,7.5813,1,0,1,0,8.0121,7.9703,7.5451,7.5993,7.5993,-9992.0118,7.5451,7.5394,7.6228,7.6228,False,False,1,7.5993,7.5451,8.0121,7.9883
GF,GF/USDT,gfusdt,4,4,2,0.4884,0.4887,1,0,1,1,0.5456,0.5404,0.4872,0.4898,10000.4872,-9999.4596,0.4884,0.4887,0.4916,0.4916,False,False,1,0.4898,0.4872,0.5456,0.5456
XMR,XMR/USDT,xmrusdt,4,2,0,176.6,174.7,1,0,1,0,182.08,181.36,176.6,178.36,178.36,-9818.43,176.6,175.18,173.73,173.73,False,False,1,178.36,176.6,182.08,181.58
KAVA,KAVA/USDT,kavausdt,2,4,2,2.6469,2.6662,1,0,1,1,2.8026,2.8026,2.6554,2.6662,10002.6554,-9997.1974,2.6613,2.6662,2.6113,2.6113,False,False,1,2.6554,2.6554,2.8026,2.8026
T,T/USDT,tusdt,4,4,0,0.048,0.0,1,0,0,0,0.0498,0.0496,0.048,0.0484,0.0484,-9999.9504,0.048,0.0484,0.0484,0.0484,False,False,1,0.0,0.048,0.0498,0.0498
LOOT,LOOT/USDT,lootusdt,4,4,1,0.0,1.092,0,1,0,0,1.0906,1.0903,1.0915,1.092,10001.0905,1.0915,1.0915,1.092,1.0919,1.0919,False,False,0,1.0917,1.0903,1.092,1.0905
VSYS,VSYS/USDT,vsysusdt,2,6,0,0.004389,0.004386,2,1,1,1,0.00474,0.00474,0.004389,0.004741,0.004741,-9999.995259,0.004389,0.004386,0.004393,0.004393,False,False,0,0.004741,0.00474,0.004741,0.00474
GMEE,GMEE/USDT,gmeeusdt,4,4,2,0.0191,0.0,1,0,0,1,0.0203,0.0202,0.019,0.0194,10000.019,-9999.9797,0.0191,0.0192,0.0192,0.0192,False,False,1,0.0194,0.019,0.0203,0.0203
DOSE,DOSE/USDT,doseusdt,4,4,2,0.0361,0.0377,0,1,1,1,0.036,0.0357,0.0361,0.0386,10000.036,-9999.9628,0.0361,0.0377,0.0348,0.0348,False,False,0,0.0386,0.0357,0.0386,0.036
MBOX,MBOX/USDT,mboxusdt,4,4,2,1.0337,0.0,1,0,0,0,1.0911,1.0878,1.038,1.0403,10001.0342,-9998.9101,1.0337,1.0368,1.0386,1.0386,False,False,1,1.0469,1.038,1.0911,1.0901
BETH,BETH/USDT,bethusdt,6,2,2,1830.45,1859.05,1,0,1,1,1898.79,1889.13,1821.71,1859.05,11840.7,-8110.87,1831.01,1859.05,1840.06,1840.06,False,False,1,1821.71,1821.71,1898.79,1896.79
TOP,TOP/USDT,topusdt,4,6,2,0.0,0.0,1,0,0,0,0.000462,0.000457,0.000424,0.000445,10000.000426,-9999.999543,0.000428,0.000428,0.000428,0.000428,False,False,1,0.0,0.000424,0.000462,0.000459
WOO,WOO/USDT,woousdt,2,5,0,0.19162,0.19218,1,0,1,0,0.20597,0.20561,0.19162,0.19168,0.19168,-9999.79439,0.19162,0.19168,0.19254,0.19254,False,False,1,0.19135,0.19162,0.20597,0.20581
ZKS,ZKS/USDT,zksusdt,4,4,2,0.0,0.0,1,0,0,1,0.0577,0.0577,0.0552,0.056,10000.0555,-9999.9423,0.0555,0.0555,0.0555,0.0555,False,False,1,0.056,0.0552,0.0577,0.0577
BREED,BREED/USDT,breedusdt,4,4,0,0.1084,0.0,1,0,0,0,0.1124,0.112,0.1084,0.1094,0.1094,-9999.8877,0.1084,0.1068,0.1068,0.1068,False,False,1,0.1094,0.1084,0.1124,0.1123
LAMB,LAMB/USDT,lambusdt,4,6,2,0.001957,0.00197,1,2,1,1,0.001884,0.001884,0.001857,0.00198,10000.001857,0.001857,0.001957,0.001979,0.001981,0.001981,False,False,1,0.00198,0.001857,0.001884,0.001884
JST,JST/USDT,jstusdt,2,6,0,0.03954,0.039624,1,0,1,0,0.042018,0.041975,0.03954,0.039613,0.039592,-9999.958025,0.03954,0.039613,0.039166,0.039166,False,False,1,0.039411,0.03954,0.042018,0.042003
COTI,COTI/USDT,cotiusdt,2,4,0,0.1073,0.1074,1,0,1,0,0.1148,0.1147,0.1073,0.1083,0.1083,-9999.8853,0.1073,0.1072,0.1075,0.1075,False,False,1,0.1083,0.1073,0.1148,0.1148
VR,VR/USDT,vrusdt,4,4,0,0.0533,0.0542,1,0,1,0,0.0567,0.0565,0.0533,0.054,0.054,-9999.9435,0.0533,0.054,0.0541,0.0541,False,False,1,0.0533,0.0533,0.0567,0.0566
VALUE,VALUE/USDT,valueusdt,4,4,2,0.1671,0.1688,0,1,1,1,0.1584,0.1584,0.1671,0.1693,10000.1584,-9999.8309,0.1671,0.1688,0.1704,0.1704,False,False,0,0.1693,0.1584,0.1693,0.1584
HOTCROSS,HOTCROSS/USDT,hotcrossusdt,4,4,2,0.0752,0.0,1,0,0,1,0.0804,0.0804,0.0748,0.0759,10000.075,-9999.9196,0.0752,0.075,0.0698,0.0698,False,False,1,0.0759,0.0748,0.0804,0.0804
XCAD,XCAD/USDT,xcadusdt,4,4,0,3.3559,0.0,2,1,0,1,3.6973,3.6908,3.3559,3.7018,3.7018,-9996.3018,3.3559,3.0375,3.0375,3.0375,False,False,0,3.7018,3.6908,3.7018,3.6949
AURY,AURY/USDT,auryusdt,4,4,2,0.0,0.0,0,0,0,0,3.85,3.85,4.0239,4.0239,10003.85,4.0239,4.0239,4.0239,4.0239,4.0239,False,False,0,0.0,3.85,4.0239,3.85
BHD,BHD/USDT,bhdusdt,4,4,1,0.0,0.0669,0,1,0,1,0.059,0.059,0.0653,0.0669,10000.059,0.0653,0.0653,0.0669,0.0647,0.0647,False,False,0,0.066,0.059,0.0669,0.059
CTX(C2X),CTX(C2X)/USDT,ctxc2xusdt,4,6,0,1.170713,1.163587,1,0,1,0,1.18222,1.18222,1.170713,1.173769,1.173769,-9998.81778,1.170713,1.163587,1.161473,1.161473,False,False,1,1.173769,1.170713,1.18222,1.18222
EM,EM/USDT,emusdt,2,6,2,0.0,0.0,1,0,0,0,0.002101,0.002101,0.002021,0.002027,10000.002021,-9999.997899,0.002027,0.002027,0.002027,0.002027,False,False,1,0.0,0.002021,0.002101,0.002101
ACH,ACH/USDT,achusdt,4,6,2,0.016104,0.016243,1,0,1,1,0.016852,0.016852,0.016184,0.016243,10000.016184,-9999.983148,0.016215,0.016243,0.016205,0.016205,False,False,1,0.016184,0.016184,0.016852,0.016852
MPL,MPL/USDT,mplusdt,4,4,2,0.0,0.0,0,1,0,1,24.0609,24.0609,24.1875,24.3068,10024.0609,-9975.6932,24.1875,24.1875,24.1875,24.1875,False,False,0,24.3068,24.0609,24.3068,24.0609
ELU,ELU/USDT,eluusdt,4,6,2,0.0,0.0,1,0,0,1,0.053233,0.053225,0.053194,0.05459,10000.053226,-9999.945613,0.054241,0.054241,0.054241,0.054241,False,False,1,0.05459,0.053194,0.053233,0.053228
NODE,NODE/USDT,nodeusdt,2,6,2,0.0,0.0,1,2,0,0,3.3e-05,3.3e-05,3.1e-05,3.3e-05,3.3e-05,3.1e-05,3.1e-05,3e-05,3e-05,3e-05,True,False,1,0.0,3.1e-05,3.3e-05,3.3e-05
ETH*3,ETH*3/USDT,eth3lusdt,4,4,0,0.4823,0.0,1,0,0,0,0.515,0.515,0.4823,0.4855,0.4855,-9999.485,0.4823,0.4828,0.4828,0.4828,False,False,1,0.4855,0.4823,0.515,0.515
ZKP,ZKP/USDT,zkpusdt,4,4,2,0.0,0.0,0,1,0,0,0.1256,0.1256,0.1541,0.1549,10000.1256,-9999.8451,0.1542,0.1542,0.1542,0.1542,False,False,0,0.0,0.1256,0.1549,0.1256
GARI,GARI/USDT,gariusdt,2,6,2,0.0,0.65703,0,1,1,0,0.653023,0.650831,0.656177,0.665646,10000.653023,-9999.339243,0.656818,0.65703,0.659287,0.659287,False,False,0,0.656177,0.650831,0.665646,0.651166
VEMP,VEMP/USDT,vempusdt,3,5,0,0.03648,0.0,1,0,0,0,0.03958,0.03939,0.03648,0.0369,0.0369,-9999.96061,0.03648,0.03655,0.03655,0.03655,False,False,1,0.0369,0.03648,0.03958,0.03944
NT,NT/USDT,ntusdt,4,6,0,0.0,0.0,1,0,0,0,0.0099,0.0099,0.0087,0.0087,0.0087,-9999.9901,0.0087,0.0087,0.0087,0.0087,False,False,1,0.0,0.0087,0.0099,0.0099
CMT,CMT/USDT,cmtusdt,4,6,2,0.0,0.0,2,1,0,1,0.003631,0.003631,0.003513,0.003644,0.003644,0.003513,0.003663,0.003644,0.003663,0.003663,False,True,0,0.003923,0.003631,0.003644,0.003631
RNDR,RNDR/USDT,rndrusdt,4,4,0,0.88,0.8798,1,0,1,0,0.8995,0.8995,0.88,0.8847,0.8847,-9999.1005,0.88,0.8775,0.8851,0.8851,False,False,1,0.8847,0.88,0.8995,0.8995
NCT,NCT/USDT,nctusdt,4,6,1,0.0,0.031025,2,1,1,0,0.028013,0.028013,0.026467,0.030067,0.030067,0.026467,0.03206,0.030067,0.03206,0.03206,False,True,0,0.026467,0.028013,0.030067,0.028013
HEC,HEC/USDT,hecusdt,4,4,2,0.3153,0.0,2,1,0,1,0.3321,0.3321,0.301,0.3335,0.3335,-9999.6665,0.3153,0.3141,0.3136,0.3136,False,False,0,0.3169,0.3321,0.3335,0.3321
ZEC*(-3),ZEC*(-3)/USDT,zec3susdt,4,10,1,0.0,1.197e-07,0,1,0,1,1.11e-07,1.11e-07,1.174e-07,1.197e-07,10000.000000111,1.174e-07,1.2e-07,1.197e-07,1.2e-07,1.2e-07,False,False,0,1.233e-07,1.11e-07,1.197e-07,1.11e-07
LOVE,LOVE/USDT,loveusdt,2,8,2,0.0,0.0,1,0,0,1,0.00597301,0.00596405,0.00589263,0.00595066,10000.00589855,-9999.99403595,0.0059296,0.0059296,0.0059296,0.0059296,False,False,1,0.0059342,0.00589263,0.00597301,0.00596649
DTA,DTA/USDT,dtausdt,4,8,2,0.0,0.0,2,1,0,0,3.833e-05,3.805e-05,3.511e-05,3.844e-05,3.844e-05,-9999.99996173,3.54e-05,3.54e-05,3.54e-05,3.54e-05,False,False,0,0.0,3.805e-05,3.844e-05,3.805e-05
ENJ,ENJ/USDT,enjusdt,4,4,0,0.6805,0.6834,1,0,1,0,0.7207,0.7207,0.6805,0.6812,0.6812,-9999.2793,0.6805,0.6794,0.6773,0.6773,False,False,1,0.6812,0.6805,0.7207,0.7207
UMA,UMA/USDT,umausdt,4,4,1,3.9512,3.5557,1,2,1,1,3.4645,3.4627,3.4619,3.5557,10003.4629,3.4619,3.8218,3.5557,4.0383,4.0383,False,False,1,3.4619,3.4619,3.4645,3.4632
GALFT,GALFT/USDT,galftusdt,6,4,2,0.0,0.0,0,0,0,0,2.3267,2.3073,2.2488,2.3062,10002.2396,-9997.6927,2.2726,2.2726,2.2726,2.2726,False,False,1,0.0,2.2488,2.3267,2.3233
EDEN,EDEN/USDT,edenusdt,4,4,2,0.1298,0.1266,2,1,1,1,0.1338,0.1338,0.129,0.134,0.134,-9999.866,0.1298,0.1266,0.1284,0.1284,False,False,0,0.1301,0.1338,0.134,0.1338
FOX,FOX/USDT,foxusdt,4,4,2,0.0,0.0,1,2,0,0,0.1636,0.1636,0.1528,0.1637,0.1637,0.1528,0.1528,0.1637,0.165,0.165,True,True,1,0.0,0.1528,0.1636,0.1636
XCN,XCN/USDT,xcnusdt,4,6,0,0.090915,0.090483,1,0,1,0,0.092953,0.09294,0.090915,0.091378,0.091378,-9999.90706,0.090915,0.090437,0.090379,0.090379,False,False,1,0.091378,0.090915,0.092953,0.092944
OGN,OGN/USDT,ognusdt,2,4,0,0.2364,0.2347,1,0,1,0,0.2453,0.2453,0.2364,0.2369,0.2367,-9999.7547,0.2364,0.2369,0.2372,0.2372,False,False,1,0.2333,0.2364,0.2453,0.2453
ERTHA,ERTHA/USDT,erthausdt,2,6,0,0.018645,0.018682,1,0,1,0,0.020087,0.020087,0.018645,0.018674,0.018674,-9999.979913,0.018645,0.018674,0.018725,0.018725,False,False,1,0.018604,0.018645,0.020087,0.020087
PERP,PERP/USDT,perpusdt,4,4,0,1.1534,1.1723,1,0,1,0,1.1774,1.1774,1.1534,1.1556,1.1556,-9998.8226,1.1534,1.1556,1.1746,1.1746,False,False,1,1.1564,1.1534,1.1774,1.1774
LOOM,LOOM/USDT,loomusdt,2,6,0,0.0,0.0,1,0,0,0,0.052713,0.052713,0.048859,0.048859,0.048859,-9999.947287,0.048859,0.048859,0.048859,0.048859,False,False,1,0.0,0.048859,0.052713,0.052713
SC,SC/USDT,scusdt,2,6,0,0.005022,0.005021,1,0,1,0,0.005388,0.005388,0.005022,0.005048,0.005048,-9999.994612,0.005022,0.004983,0.005025,0.005025,False,False,1,0.005048,0.005022,0.005388,0.005388
DAC,DAC/USDT,dacusdt,2,6,0,0.0,0.0,1,0,0,0,7.8e-05,7.8e-05,7.3e-05,7.3e-05,7.3e-05,-9999.999922,7.3e-05,7.3e-05,7.3e-05,7.3e-05,False,False,1,0.0,7.3e-05,7.8e-05,7.8e-05
LPT,LPT/USDT,lptusdt,4,4,0,15.0949,14.9985,1,0,1,0,15.2487,15.2487,15.0949,15.1451,15.1451,-9984.7513,15.0949,14.9985,15.2086,15.2086,False,False,1,14.9713,15.0949,15.2487,15.2487
TT,TT/USDT,ttusdt,2,6,0,0.005951,0.005951,1,0,1,0,0.006324,0.00632,0.005951,0.006001,0.006001,-9999.99368,0.005951,0.005951,0.005942,0.005942,False,False,1,0.006001,0.005951,0.006324,0.006321
SD,SD/USDT,sdusdt,4,4,2,0.0,0.0,0,1,0,0,1.1358,1.1348,1.15,1.301,10001.1352,-9998.8211,1.1896,1.1896,1.1896,1.1896,False,False,0,0.0,1.1348,1.301,1.1352
API3,API3/USDT,api3usdt,4,4,0,1.8322,1.8116,1,0,1,0,1.9133,1.9079,1.8322,1.8631,1.8631,-9998.0921,1.8322,1.8116,1.825,1.825,False,False,1,1.8631,1.8322,1.9133,1.9102
SKL,SKL/USDT,sklusdt,4,6,2,0.079998,0.080796,1,0,1,1,0.084284,0.084191,0.079876,0.080796,10000.079913,-9999.915809,0.080644,0.080796,0.078887,0.078887,False,False,1,0.079876,0.079876,0.084284,0.084191
WNXM,WNXM/USDT,wnxmusdt,4,4,2,0.0,16.8384,1,0,1,0,17.573,17.5602,16.5686,16.8384,10016.7729,-9982.4398,16.8174,16.8384,16.8174,16.8174,False,False,1,16.5686,16.5686,17.573,17.5724
BADGER,BADGER/USDT,badgerusdt,4,4,0,5.6089,0.0,1,0,0,0,5.9545,5.9545,5.6089,5.6472,5.6472,-9994.0455,5.6089,5.6089,5.6089,5.6089,False,False,1,0.0,5.6089,5.9545,5.9545
KCASH,KCASH/USDT,kcashusdt,2,6,2,0.0,0.0,1,0,0,0,0.00135,0.001328,0.001221,0.001255,10000.001247,-9999.998672,0.001255,0.001255,0.001255,0.001255,False,False,1,0.0,0.001221,0.00135,0.001336
SWFTC,SWFTC/USDT,swftcusdt,2,6,1,0.00116,0.001166,0,1,0,1,0.00112,0.00112,0.001157,0.001166,10000.00112,0.001157,0.00116,0.001166,0.001166,0.001166,False,False,0,0.001157,0.00112,0.001166,0.00112
ABBC,ABBC/USDT,abbcusdt,4,4,2,0.0,0.0904,0,0,0,0,0.0894,0.0894,0.09,0.0904,10000.0894,-9999.9093,0.09,0.0904,0.0905,0.0905,False,False,0,0.0,0.0894,0.0904,0.0894
ZIL,ZIL/USDT,zilusdt,4,6,0,0.05045,0.050713,1,0,1,0,0.0596,0.05897,0.05045,0.050525,0.050525,-9999.940798,0.05045,0.050451,0.050383,0.050383,False,False,1,0.050525,0.05045,0.0596,0.059245
NAS,NAS/USDT,nasusdt,4,4,0,0.0934,0.0936,2,1,1,1,0.0972,0.0971,0.0934,0.0974,0.0974,-9999.9026,0.0934,0.0936,0.0948,0.0948,False,False,0,0.0974,0.0971,0.0974,0.0972
USDD,USDD/USDT,usddusdt,4,4,2,0.0,0.0,0,0,0,0,1.0021,1.0005,1.0017,1.0017,10001.0014,-9998.9986,1.0017,1.0017,1.0017,1.0017,False,False,1,0.0,1.0012,1.0021,1.0012
IDEX,IDEX/USDT,idexusdt,4,4,2,0.1001,0.0957,0,1,1,1,0.0909,0.0909,0.0945,0.11,10000.0909,-9999.9042,0.095,0.0957,0.1014,0.1014,False,False,0,0.0945,0.0909,0.11,0.0909
DFA,DFA/USDT,dfausdt,4,4,2,0.0,0.0,2,0,0,0,0.2499,0.2434,0.2429,0.2458,0.2458,-9999.7531,0.245,0.245,0.245,0.245,False,False,0,0.0,0.2434,0.2458,0.2469
WALLET,WALLET/USDT,walletusdt,4,6,2,0.0,0.0,0,0,0,0,0.040979,0.040979,0.04239,0.04239,10000.040979,0.04239,0.04239,0.04239,0.04239,0.04239,False,False,0,0.0,0.040979,0.04239,0.040979
FORTH,FORTH/USDT,forthusdt,4,4,2,0.0,3.3815,1,0,1,1,3.4679,3.4679,3.3499,3.3879,10003.3533,-9996.5321,3.3813,3.3815,3.3813,3.3813,False,False,1,3.3553,3.3499,3.4679,3.4679
RLC,RLC/USDT,rlcusdt,4,4,0,0.8985,0.0,1,0,0,0,0.9353,0.9353,0.8985,0.8997,0.8997,-9999.0647,0.8985,0.8997,0.8901,0.8901,False,False,1,0.9,0.8985,0.9353,0.9353
ELON,ELON/USDT,elonusdt,2,9,2,4.84e-07,4.97e-07,1,0,1,1,5.05e-07,5.05e-07,4.91e-07,4.97e-07,10000.000000492,-9999.999999495,4.94e-07,4.97e-07,4.9e-07,4.9e-07,False,False,1,4.91e-07,4.91e-07,5.05e-07,5.05e-07
REN,REN/USDT,renusdt,2,6,0,0.141998,0.142941,1,0,1,0,0.156403,0.156403,0.141998,0.142578,0.142578,-9999.843597,0.141998,0.141585,0.142974,0.142974,False,False,1,0.142578,0.141998,0.156403,0.156403
BTC*(-1),BTC*(-1)/USDT,btc1susdt,4,4,2,0.0,0.0,0,1,0,1,0.7747,0.7747,0.7969,0.8006,10000.7747,-9999.2009,0.7969,0.7969,0.7969,0.7969,False,False,0,0.8006,0.7747,0.8006,0.7747
ARKN,ARKN/USDT,arknusdt,4,6,2,0.0,0.0,1,0,0,0,0.012997,0.011911,0.0119,0.012816,10000.0119,-9999.987003,0.012816,0.012816,0.012816,0.012816,False,False,1,0.0,0.0119,0.012997,0.01245
AXS,AXS/USDT,axsusdt,4,4,2,20.5227,20.625,1,0,1,1,21.5278,21.4924,20.5841,20.625,10020.5841,-9978.5076,20.5856,20.625,20.8534,20.8534,False,False,1,20.5841,20.5841,21.5278,21.515
PLATO,PLATO/USDT,platousdt,4,6,1,0.0,0.006716,2,1,1,0,0.006663,0.0065,0.006553,0.006722,0.006722,0.006553,0.006787,0.006722,0.006787,0.006787,False,True,0,0.006553,0.0065,0.006722,0.006556
XPRT,XPRT/USDT,xprtusdt,4,4,2,0.0,0.0,1,2,0,0,1.7061,1.7061,1.6832,1.7121,10001.6853,1.6832,1.7069,1.7069,1.7069,1.7069,False,False,1,0.0,1.6832,1.7061,1.7061
LTC*3,LTC*3/USDT,ltc3lusdt,4,6,2,0.0,0.0,1,0,0,0,0.004064,0.004064,0.003566,0.003747,10000.003566,-9999.995936,0.003747,0.003747,0.003747,0.003747,False,False,1,0.0,0.003566,0.004064,0.004064
WNDR,WNDR/USDT,wndrusdt,4,6,2,0.0,0.0,0,0,0,0,0.038721,0.038513,0.037963,0.037963,10000.037434,-9999.961487,0.037963,0.037963,0.037963,0.037963,False,False,1,0.0,0.03778,0.038721,0.038615
BORING,BORING/USDT,boringusdt,2,6,1,0.0,0.021881,0,1,0,0,0.020969,0.020969,0.021251,0.021881,10000.020969,0.021251,0.021976,0.021881,0.021976,0.021976,False,False,0,0.0,0.020969,0.021881,0.020969
STORJ,STORJ/USDT,storjusdt,4,4,2,0.5374,0.5305,1,0,1,1,0.5812,0.5812,0.5359,0.5406,10000.5359,-9999.4188,0.5374,0.5353,0.5372,0.5372,False,False,1,0.5406,0.5359,0.5812,0.5812
KAI,KAI/USDT,kaiusdt,4,6,1,0.0,0.015707,0,1,0,1,0.015385,0.015385,0.015411,0.015707,10000.015385,0.015411,0.015411,0.015707,0.013435,0.013435,False,False,0,0.016883,0.015385,0.015707,0.015385
CELO,CELO/USDT,celousdt,4,4,0,1.268,1.2762,1,0,1,0,1.3501,1.3499,1.268,1.2713,1.2711,-9998.6501,1.268,1.2713,1.2776,1.2776,False,False,1,1.2675,1.268,1.3501,1.3501
ABT,ABT/USDT,abtusdt,2,4,0,0.0,0.0,1,0,0,0,0.0905,0.0905,0.09,0.09,0.09,-9999.9095,0.09,0.09,0.09,0.09,False,False,1,0.0,0.09,0.0905,0.0905
STAKE,STAKE/USDT,stakeusdt,4,4,2,0.0,0.0,1,0,0,0,6.9313,6.9313,6.7313,6.7378,10006.7313,-9993.0687,6.7378,6.7378,6.7378,6.7378,False,False,1,0.0,6.7313,6.9313,6.9313
AAC,AAC/USDT,aacusdt,2,6,2,0.0,0.0,0,0,0,0,0.000554,0.000554,0.000452,0.000454,10000.00045,-9999.999446,0.000454,0.000454,0.000454,0.000454,False,False,1,0.0,0.000452,0.000554,0.000554
OPUL,OPUL/USDT,opulusdt,4,4,2,0.0,0.0,1,0,0,0,0.2127,0.2127,0.1819,0.1848,10000.1823,-9999.7873,0.1848,0.1848,0.1848,0.1848,False,False,1,0.0,0.1819,0.2127,0.2127
AR,AR/USDT,arusdt,2,4,0,14.5504,14.5825,1,0,1,0,15.6913,15.6913,14.5504,14.5773,14.5773,-9984.3087,14.5504,14.5773,14.3985,14.3985,False,False,1,14.545,14.5504,15.6913,15.6913
LUNA,LUNA/USDT,lunausdt,2,8,0,0.00010862,0.00010918,1,0,1,0,0.00019012,0.00018842,0.00010862,0.00010908,0.00010908,-9999.99981158,0.00010862,0.00010908,0.00011039,0.00011039,False,False,1,0.00011039,0.00010862,0.00019012,0.00018978
RAIN,RAIN/USDT,rainusdt,4,4,0,0.0,0.0,1,2,0,1,0.1357,0.1269,0.1309,0.1364,0.1364,0.1309,0.1309,0.1274,0.1274,0.1274,True,False,1,0.1364,0.1309,0.1357,0.1346
STORE,STORE/USDT,storeusdt,4,6,1,0.126533,0.126615,0,1,0,1,0.124207,0.122426,0.126457,0.126615,10000.124099,0.126457,0.126533,0.126615,0.126114,0.126114,False,False,0,0.126618,0.122426,0.126615,0.124079
LINA,LINA/USDT,linausdt,4,6,0,0.00881,0.008741,1,0,1,0,0.010081,0.009747,0.00881,0.008868,0.008868,-9999.990041,0.00881,0.008868,0.008906,0.008906,False,False,1,0.008936,0.00881,0.010081,0.009964
LTC,LTC/USDT,ltcusdt,4,2,0,69.27,69.37,1,0,1,0,71.98,71.83,69.27,69.71,69.71,-9928.11,69.27,69.37,69.62,69.62,False,False,1,69.27,69.27,71.98,71.9
POLS,POLS/USDT,polsusdt,4,4,0,0.6286,0.0,1,0,0,0,0.6488,0.6488,0.6286,0.633,0.633,-9999.3512,0.6286,0.6264,0.6266,0.6266,False,False,1,0.633,0.6286,0.6488,0.6488
IRIS,IRIS/USDT,irisusdt,2,6,2,0.023564,0.0,1,0,0,1,0.024963,0.024963,0.023386,0.023594,10000.023386,-9999.975037,0.023564,0.023578,0.023578,0.023578,False,False,1,0.023594,0.023386,0.024963,0.024963
DODO,DODO/USDT,dodousdt,4,4,0,0.1361,0.1355,2,1,1,1,0.1439,0.1439,0.1361,0.1446,0.1446,-9999.8554,0.1361,0.1363,0.1357,0.1357,False,False,0,0.1446,0.1439,0.1446,0.1439
HT,HT/USDT,htusdt,4,4,2,6.9989,7.0075,1,2,1,1,6.9999,6.9943,6.9916,7.0108,10006.9962,6.9916,6.9989,7.0059,7.0,7.0,False,False,1,7.0108,6.9916,6.9999,6.999
YAM,YAM/USDT,yamusdt,4,4,0,0.0,0.0,1,0,0,0,0.222,0.222,0.2002,0.2002,0.2002,-9999.778,0.2002,0.2002,0.2002,0.2002,False,False,1,0.0,0.2002,0.222,0.222
WAXP,WAXP/USDT,waxpusdt,2,6,2,0.124321,0.125468,2,1,1,1,0.133815,0.133795,0.123329,0.134026,0.134026,-9999.865974,0.124321,0.124373,0.12379,0.12379,False,False,0,0.124462,0.133795,0.134026,0.133795
ROCO,ROCO/USDT,rocousdt,4,4,2,0.1027,0.1029,1,0,1,1,0.1184,0.1184,0.1019,0.1029,10000.1019,-9999.8816,0.1027,0.1029,0.1023,0.1023,False,False,1,0.1019,0.1019,0.1184,0.1184
LRC,LRC/USDT,lrcusdt,4,4,0,0.4844,0.4867,2,1,1,1,0.501,0.501,0.4844,0.5016,0.5016,-9999.4984,0.4844,0.4847,0.4838,0.4838,False,False,0,0.5016,0.501,0.5016,0.501
