Coin,Name,Symbol,PCoin,PPrice,Trend_1M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
BABYDOGE,BABYDOGE/USDT,babydogeusdt,2,12,2,1.69e-09,1.673e-09,0,1,1,1,1.684e-09,1.654e-09,1.69e-09,1.99e-09,10000.000000001677,-9999.999999998085,1.69e-09,1.673e-09,1.693e-09,1.693e-09,False,False,0,1.99e-09,1.654e-09,1.99e-09,1.673e-09
NGL,NGL/USDT,nglusdt,4,4,2,0.4661,0.4646,0,1,1,1,0.4631,0.4631,0.4661,0.4766,10000.4631,-9999.5234,0.4661,0.4646,0.464,0.464,False,False,0,0.4766,0.4631,0.4766,0.4631
NPT,NPT/USDT,nptusdt,4,4,2,2.6873,0.0,0,1,0,1,2.6455,2.6455,2.6873,2.6879,10002.6455,-9997.3121,2.6873,2.6873,2.6873,2.6873,False,False,0,2.6879,2.6455,2.6879,2.6455
NEW,NEW/USDT,newusdt,4,6,1,0.0,0.000372,0,1,0,1,0.000356,0.000356,0.000365,0.000372,10000.000356,0.000365,0.000365,0.000372,0.000373,0.000373,False,False,0,0.000361,0.000356,0.000372,0.000356
ZBC,ZBC/USDT,zbcusdt,4,6,2,0.0,0.0,2,1,0,0,0.017555,0.017439,0.016641,0.01757,0.01757,-9999.982497,0.017309,0.017309,0.017309,0.017309,False,False,0,0.0,0.017439,0.01757,0.017498
KAN,KAN/USDT,kanusdt,4,6,0,0.001306,0.001316,1,0,1,0,0.00134,0.00134,0.001306,0.001317,0.001317,-9999.99866,0.001306,0.001316,0.001323,0.001323,False,False,1,0.0013,0.001306,0.00134,0.00134
ANC,ANC/USDT,ancusdt,4,4,2,0.0,0.0854,0,0,0,0,0.1474,0.1457,0.0847,0.0854,10000.0848,-9999.8543,0.0847,0.0854,0.0854,0.0854,False,False,1,0.0,0.0848,0.1474,0.1469
DOGE,DOGE/USDT,dogeusdt,2,6,0,0.084073,0.084095,1,0,1,0,0.086011,0.085974,0.084073,0.084281,0.084281,-9999.914026,0.084073,0.084095,0.084287,0.084287,False,False,1,0.083974,0.084073,0.086011,0.086011
EFI,EFI/USDT,efiusdt,4,4,0,0.2081,0.0,1,0,0,0,0.2293,0.2292,0.2081,0.2089,0.2089,-9999.7708,0.2081,0.2081,0.2081,0.2081,False,False,1,0.0,0.2081,0.2293,0.2293
SNT,SNT/USDT,sntusdt,4,6,0,0.033654,0.034083,1,0,1,0,0.035516,0.035516,0.033654,0.034277,0.034277,-9999.964484,0.033654,0.033863,0.034105,0.034105,False,False,1,0.034277,0.033654,0.035516,0.035516
HBB,HBB/USDT,hbbusdt,4,4,2,0.885,0.8832,0,1,1,1,0.8809,0.8809,0.885,0.8856,10000.8809,-9999.1144,0.885,0.8855,0.883,0.883,False,False,0,0.8856,0.8809,0.8856,0.8809
SYS,SYS/USDT,sysusdt,4,4,0,0.198,0.0,1,0,0,0,0.2112,0.2104,0.198,0.2019,0.2019,-9999.7896,0.198,0.2029,0.2029,0.2029,False,False,1,0.0,0.198,0.2112,0.2108
ZEN,ZEN/USDT,zenusdt,4,4,0,20.16,19.9631,1,0,1,0,21.0532,21.0532,20.16,20.1864,20.1864,-9978.9468,20.16,20.1864,20.1205,20.1205,False,False,1,20.221,20.16,21.0532,21.0532
KT,KT/USDT,ktusdt,4,6,2,0.0,0.0,1,0,0,1,0.0047,0.0047,0.0042,0.0046,10000.0042,-9999.9953,0.00459,0.00459,0.00459,0.00459,False,False,1,0.0046,0.0042,0.0047,0.0047
SUPER,SUPER/USDT,superusdt,4,4,2,0.0,0.0,1,0,0,0,0.2073,0.2073,0.1924,0.1944,10000.1924,-9999.7927,0.1944,0.1944,0.1944,0.1944,False,False,1,0.0,0.1924,0.2073,0.2073
ERN,ERN/USDT,ernusdt,4,4,1,2.1968,2.1912,1,2,1,1,2.1762,2.1762,2.1668,2.1912,10002.1668,2.1668,2.1968,2.1912,2.2573,2.2573,False,False,1,2.1668,2.1668,2.1762,2.1762
EGS,EGS/USDT,egsusdt,4,6,2,0.0,0.0,0,1,0,0,0.016417,0.016352,0.017127,0.01729,10000.016403,-9999.982896,0.017134,0.017134,0.017134,0.017134,False,False,0,0.0,0.016352,0.01729,0.016399
BIX,BIX/USDT,bixusdt,4,6,2,0.0,0.0,1,0,0,0,0.025853,0.025766,0.023731,0.024239,10000.024061,-9999.974234,0.024041,0.024041,0.024041,0.024041,False,False,1,0.0,0.023731,0.025853,0.025845
DIO,DIO/USDT,diousdt,2,6,0,0.056866,0.0,1,0,0,0,0.060844,0.060292,0.056866,0.057957,0.057957,-9999.939708,0.056866,0.057957,0.057046,0.057046,False,False,1,0.0,0.056866,0.060844,0.060844
EOS*(-3),EOS*(-3)/USDT,eos3susdt,4,8,2,1.794e-05,0.0,0,1,0,1,1.54e-05,1.54e-05,1.794e-05,1.804e-05,10000.0000154,-9999.99998196,1.794e-05,1.796e-05,1.817e-05,1.817e-05,False,False,0,1.804e-05,1.54e-05,1.804e-05,1.54e-05
FTM,FTM/USDT,ftmusdt,4,4,2,0.373,0.3662,2,1,1,1,0.4369,0.4361,0.3716,0.4402,0.4402,-9999.5634,0.373,0.37,0.3613,0.3613,False,False,0,0.3819,0.4361,0.4402,0.4361
SOFI,SOFI/USDT,sofiusdt,4,4,1,0.0,0.1214,0,1,0,2,0.1184,0.1182,0.1196,0.1214,10000.1184,0.1196,0.1196,0.1214,0.1174,0.1174,False,False,0,0.1173,0.1182,0.1214,0.1184
BAND,BAND/USDT,bandusdt,2,4,0,1.7297,1.7225,1,0,1,0,1.8736,1.8736,1.7297,1.7375,1.7375,-9998.1264,1.7297,1.7097,1.7109,1.7109,False,False,1,1.7375,1.7297,1.8736,1.8736
GMPD,GMPD/USDT,gmpdusdt,2,6,1,0.0,0.050414,0,1,0,0,0.050026,0.050025,0.050413,0.050414,10000.050026,0.050413,0.050413,0.050414,0.050462,0.050462,False,False,0,0.0,0.050025,0.050414,0.050025
OCEAN,OCEAN/USDT,oceanusdt,4,4,0,0.218,0.2169,1,0,1,0,0.2418,0.2418,0.218,0.2197,0.2197,-9999.7582,0.218,0.2166,0.2169,0.2169,False,False,1,0.2197,0.218,0.2418,0.2418
ADP,ADP/USDT,adpusdt,4,6,2,0.024599,0.0,2,1,0,1,0.024222,0.024025,0.023916,0.025246,0.025246,0.023916,0.024599,0.025246,0.025755,0.025755,False,True,0,0.025383,0.024025,0.025246,0.024045
MKR,MKR/USDT,mkrusdt,6,2,0,1402.42,1402.91,1,0,1,0,1420.12,1420.12,1402.42,1407.11,1407.11,-8579.880000000001,1402.42,1402.91,1396.87,1396.87,False,False,1,1400.33,1402.42,1420.12,1420.12
CHSB,CHSB/USDT,chsbusdt,4,4,0,0.0,0.0,1,0,0,0,0.3164,0.3164,0.3041,0.3041,0.3041,-9999.6836,0.3041,0.3041,0.3041,0.3041,False,False,1,0.0,0.3041,0.3164,0.3164
TITAN,TITAN/USDT,titanusdt,4,6,2,0.0,2.532495,1,0,1,1,2.532499,2.501119,2.484769,2.532495,10002.484769,-9997.467501,2.576995,2.532495,2.576995,2.576995,False,False,1,2.484769,2.484769,2.532499,2.525846
NBS,NBS/USDT,nbsusdt,2,6,2,0.0,0.0,1,0,0,0,0.004721,0.004721,0.004528,0.004596,10000.004528,-9999.995279,0.004597,0.004597,0.004597,0.004597,False,False,1,0.0,0.004528,0.004721,0.004721
SCRT,SCRT/USDT,scrtusdt,4,4,2,0.0,0.0,2,1,0,0,2.307,2.307,2.3061,2.3316,2.3316,2.336,2.336,2.336,2.336,2.336,False,False,0,0.0,2.307,2.3316,2.307
ETH*(-1),ETH*(-1)/USDT,eth1susdt,4,4,2,0.0,0.0,0,0,0,0,0.3413,0.3413,0.3488,0.3488,10000.3413,0.3488,0.3488,0.3488,0.3488,0.3488,False,False,0,0.0,0.3413,0.3488,0.3413
VISION,VISION/USDT,visionusdt,4,6,2,0.0,0.0,2,1,0,0,0.01272,0.012214,0.012239,0.012979,0.012979,0.012239,0.01367,0.012979,0.01367,0.01367,False,True,0,0.0,0.012214,0.012979,0.012648
SPA,SPA/USDT,spausdt,2,6,0,0.050787,0.051454,2,1,1,1,0.053397,0.053397,0.050787,0.0535,0.0535,-9999.9465,0.050787,0.051329,0.051603,0.051603,False,False,0,0.0535,0.053397,0.0535,0.053397
MLN,MLN/USDT,mlnusdt,4,4,0,29.5613,0.0,2,1,0,1,30.8041,30.8041,29.5613,30.8903,30.8903,-9969.1097,29.5613,29.8413,29.8413,29.8413,False,False,0,30.8903,30.8041,30.8903,30.8041
MASS,MASS/USDT,massusdt,2,4,2,0.0,0.0,0,1,0,0,0.0181,0.0181,0.019,0.0195,10000.0181,0.0198,0.0198,0.0198,0.0198,0.0198,False,False,0,0.0,0.0181,0.0195,0.0181
XEM,XEM/USDT,xemusdt,4,4,0,0.0529,0.0,2,1,0,1,0.0603,0.0603,0.0529,0.0611,0.0611,-9999.9389,0.0529,0.0529,0.0534,0.0534,False,False,0,0.0611,0.0603,0.0611,0.0603
RIFI,RIFI/USDT,rifiusdt,4,4,1,0.0,0.0292,0,1,0,0,0.0265,0.0265,0.0281,0.0292,10000.0265,0.0281,0.0281,0.0292,0.0276,0.0276,False,False,0,0.0,0.0265,0.0292,0.0265
VRA,VRA/USDT,vrausdt,4,6,0,0.007875,0.007871,2,1,1,1,0.008249,0.008225,0.007875,0.008286,0.008286,-9999.991741,0.007875,0.007871,0.007897,0.007897,False,False,0,0.008286,0.008225,0.008286,0.008226
UNI*2,UNI*2/USDT,uni2lusdt,4,6,2,0.0,0.0,1,0,0,0,0.079328,0.079328,0.072423,0.0735,10000.072423,-9999.920672,0.0735,0.0735,0.0735,0.0735,False,False,1,0.0,0.072423,0.079328,0.079328
STRM,STRM/USDT,strmusdt,4,4,2,0.0,0.2287,0,1,1,0,0.2169,0.2155,0.2246,0.2302,10000.2169,-9999.7712,0.2305,0.2287,0.2305,0.2305,False,False,0,0.2246,0.2155,0.2302,0.2161
RADAR,RADAR/USDT,radarusdt,4,6,2,0.010531,0.0,1,2,0,1,0.010054,0.010054,0.009948,0.010772,10000.009948,0.009948,0.010531,0.009411,0.009411,0.009411,False,False,1,0.010772,0.009948,0.010054,0.010054
WILD,WILD/USDT,wildusdt,4,4,2,0.0,0.0,1,0,0,1,0.3594,0.3594,0.3345,0.3429,10000.3345,-9999.6406,0.3388,0.3388,0.3388,0.3388,False,False,1,0.3429,0.3345,0.3594,0.3594
WND,WND/USDT,wndusdt,4,4,2,0.0,0.0,0,1,0,0,0.211,0.211,0.2111,0.2112,10000.211,0.2119,0.2119,0.2119,0.2119,0.2119,False,False,0,0.0,0.211,0.2112,0.211
ELA,ELA/USDT,elausdt,2,4,2,1.9192,1.9195,1,0,1,1,1.939,1.936,1.9169,1.9195,10001.9169,-9998.0627,1.9179,1.9195,1.9099,1.9099,False,False,1,1.9169,1.9169,1.939,1.9373
ETH,ETH/USDT,ethusdt,4,2,2,1965.7,1970.63,1,0,1,1,2020.99,2018.18,1967.47,1970.63,11967.72,-7981.7,1968.08,1970.63,1972.2,1972.2,False,False,1,1967.47,1967.47,2020.99,2019.07
DAO,DAO/USDT,daousdt,4,4,2,0.0,0.0,2,1,0,0,1.8008,1.8008,1.72,1.82,1.82,-9998.18,1.7783,1.7783,1.7783,1.7783,False,False,0,0.0,1.8008,1.82,1.8008
SUN,SUN/USDT,sunusdt,2,6,0,0.008749,0.008775,1,0,1,0,0.008838,0.008837,0.008749,0.008775,0.008775,-9999.991163,0.008749,0.008775,0.008711,0.008711,False,False,1,0.008732,0.008749,0.008838,0.008837
FX,FX/USDT,fxusdt,4,4,2,0.0,0.0,1,0,0,0,0.272,0.2705,0.262,0.265,10000.2664,-9999.7295,0.265,0.265,0.265,0.265,False,False,1,0.0,0.262,0.272,0.2709
