Coin,Name,Symbol,PCoin,PPrice,Trend_H1,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
LOVE,LOVE/USDT,loveusdt,2,8,0,0.0,0.0,1,0,0,1,0.00609536,0.00589941,0.005529,0.005727,0.00498672,-9999.99397409,0.00498672,0.00498672,0.00498672,0.00498672,False,False,1,0.005727,0.005529,0.00609536,0.00606765
IMX,IMX/USDT,imxusdt,4,4,0,0.8108,0.8612,1,0,0,0,1.0769,0.9232,0.8108,0.9219,0.9219,-9999.0341,0.8108,0.8612,0.8267,0.8267,False,False,1,0.7939,0.8108,1.0769,0.974
INDI,INDI/USDT,indiusdt,4,4,2,0.2346,0.0,0,1,0,1,0.2276,0.2264,0.2346,0.2378,10000.2272,-9999.7622,0.2346,0.235,0.1904,0.1904,False,False,0,0.2378,0.2264,0.2378,0.2272
SWFTC,SWFTC/USDT,swftcusdt,2,6,1,0.001158,0.001378,0,1,0,1,0.0013,0.001094,0.001261,0.001378,10000.001148,0.001261,0.001261,0.001378,0.000952,0.000952,False,False,0,0.001462,0.001094,0.001378,0.001148
XRP,XRP/USDT,xrpusdt,2,5,0,0.41012,0.4177,1,0,1,0,0.42554,0.41441,0.41012,0.41824,0.41824,-9999.58101,0.41012,0.41824,0.42218,0.42218,False,False,1,0.39033,0.41012,0.42554,0.42003
AR,AR/USDT,arusdt,2,4,0,14.8609,15.8993,2,1,1,1,15.9041,15.1952,14.8609,16.0205,16.0205,-9984.3852,14.8609,15.2984,14.4817,14.4817,False,False,0,16.0205,15.1952,16.0205,15.6735
CEEK,CEEK/USDT,ceekusdt,4,4,2,0.0,0.0,0,2,0,1,0.21,0.1534,0.179,0.2092,10000.1793,0.179,0.179,0.1788,0.1788,0.1788,False,False,1,0.188,0.179,0.21,0.1817
VET,VET/USDT,vetusdt,4,6,0,0.029964,0.031358,2,1,1,1,0.032402,0.03105,0.029964,0.03279,0.03279,-9999.968128,0.029964,0.030829,0.030976,0.030976,False,False,0,0.03279,0.03105,0.03279,0.031769
HC,HC/USDT,hcusdt,4,4,1,0.1523,0.17,2,1,1,1,0.1607,0.1499,0.1397,0.1628,0.1628,0.1397,0.1616,0.1628,0.1602,0.1602,False,True,0,0.1397,0.1499,0.1628,0.1571
YGG,YGG/USDT,yggusdt,4,4,0,0.6181,0.6496,1,0,1,0,1.0904,0.6522,0.6181,0.6863,0.6863,-9999.2081,0.6181,0.6496,0.6282,0.6282,False,False,1,0.569,0.6181,1.0904,0.8288
HOTCROSS,HOTCROSS/USDT,hotcrossusdt,4,4,0,0.0687,0.0,1,2,0,1,0.0782,0.0719,0.0719,0.0837,0.0837,0.0729,0.0719,0.0631,0.0631,0.0631,True,False,1,0.0837,0.0729,0.0782,0.0746
GST,GST/USDT,gstusdt,4,4,2,2.8601,3.1735,0,1,1,1,2.9293,2.8102,2.8601,2.9766,10002.8493,-9997.0874,2.8601,2.9398,2.9238,2.9238,False,False,0,2.9766,2.8102,2.9766,2.8962
TRX,TRX/USDT,trxusdt,2,6,2,0.071873,0.069679,2,1,1,1,0.078704,0.076695,0.069889,0.078892,0.078892,-9999.922006,0.071873,0.072342,0.0719,0.0719,False,False,0,0.075101,0.076695,0.078892,0.077246
TRACE,TRACE/USDT,traceusdt,4,4,2,0.0,0.0643,1,2,1,0,0.0675,0.0675,0.0614,0.0696,10000.0614,0.0614,0.0621,0.0643,0.0821,0.0821,False,False,1,0.0619,0.0614,0.0675,0.0675
FSN,FSN/USDT,fsnusdt,4,4,2,0.297,0.0,2,1,0,1,0.303,0.2841,0.2958,0.3145,0.3145,-9999.6965,0.297,0.3065,0.2585,0.2585,False,False,0,0.3094,0.2841,0.3145,0.2983
SUN,SUN/USDT,sunusdt,2,6,0,0.00875,0.008899,1,2,1,1,0.009127,0.009045,0.008824,0.009324,0.009324,0.008824,0.008824,0.009061,0.009185,0.009185,True,False,1,0.009324,0.008824,0.009127,0.009109
BSV,BSV/USDT,bsvusdt,4,4,1,49.5821,52.2325,1,2,1,1,51.5325,50.1565,49.7696,51.1851,51.1851,49.7696,49.7696,51.1851,54.3076,54.3076,True,True,1,47.0189,49.7696,51.5325,50.4987
ATS,ATS/USDT,atsusdt,2,6,1,0.0,0.220884,0,1,0,0,0.220152,0.200001,0.219051,0.220884,10000.215524,0.219051,0.219051,0.220884,0.248472,0.248472,False,False,0,0.217404,0.200001,0.220884,0.215524
VOXEL,VOXEL/USDT,voxelusdt,4,4,0,0.5869,0.631,1,0,1,0,0.7547,0.6474,0.5869,0.68,0.68,-9999.3247,0.5869,0.68,0.5765,0.5765,False,False,1,0.6858,0.5869,0.7547,0.6624
BSV*3,BSV*3/USDT,bsv3lusdt,4,10,2,4.1775e-06,3.9e-06,1,2,1,1,4.31e-06,4.3e-06,4.287e-06,4.5373e-06,4.5373e-06,4.287e-06,4.287e-06,4.5373e-06,5.51e-06,5.51e-06,True,True,1,4.4813e-06,4.287e-06,4.31e-06,4.3e-06
CRO,CRO/USDT,crousdt,2,6,0,0.187074,0.0,1,2,0,1,0.195968,0.192402,0.192009,0.197062,0.197062,0.192009,0.192009,0.189216,0.184874,0.184874,True,False,1,0.197062,0.192009,0.195968,0.1955
EKT,EKT/USDT,ektusdt,2,6,2,0.000325,0.000355,2,0,1,1,0.000359,0.000316,0.000316,0.000356,0.000356,-9999.999642,0.000325,0.000355,0.000325,0.000325,False,False,0,0.000316,0.000316,0.000356,0.000348
MGG,MGG/USDT,mggusdt,4,6,2,0.0,0.023499,1,0,1,0,0.032597,0.019477,0.016374,0.023499,10000.021748,-9999.976821,0.024121,0.023499,0.024121,0.024121,False,False,1,0.016374,0.016374,0.032597,0.02286
FX,FX/USDT,fxusdt,4,4,0,0.0,0.0,0,0,0,0,0.3394,0.2375,0.24,0.24,0.24,-9999.7291,0.24,0.24,0.24,0.24,False,False,1,0.0,0.2334,0.3394,0.2737
SD,SD/USDT,sdusdt,4,4,2,0.0,0.0,0,1,0,0,1.3,1.0746,1.1155,1.4157,10001.139,-9998.7253,1.1155,1.1155,1.1155,1.1155,False,False,0,0.0,1.0746,1.4157,1.1345
BAND,BAND/USDT,bandusdt,2,4,2,1.7201,1.7957,0,2,1,1,1.8848,1.7937,1.8192,1.9095,10001.8225,1.8192,1.8192,1.7957,1.6647,1.6647,False,False,1,1.9095,1.8192,1.8848,1.8415
ELF,ELF/USDT,elfusdt,4,4,0,0.149,0.1527,1,0,1,0,0.1746,0.1547,0.149,0.1543,0.1543,-9999.8346,0.149,0.1543,0.1571,0.1571,False,False,1,0.1363,0.149,0.1746,0.1669
RAIN,RAIN/USDT,rainusdt,4,4,1,0.1387,0.1397,0,1,0,1,0.1398,0.1254,0.1353,0.1397,10000.1347,0.1353,0.1385,0.1397,0.1509,0.1509,False,False,0,0.137,0.1254,0.1397,0.1357
ZKP,ZKP/USDT,zkpusdt,4,4,1,0.16,0.1537,0,1,0,1,0.1385,0.1216,0.1526,0.1537,10000.1252,0.1526,0.16,0.1537,0.1039,0.1039,False,False,0,0.2102,0.1216,0.1537,0.1252
IOI,IOI/USDT,ioiusdt,4,4,1,0.5085,0.5412,1,2,1,1,0.5342,0.4755,0.4756,0.5412,10000.49,0.4756,0.505,0.5412,0.505,0.505,False,False,1,0.4756,0.4756,0.5342,0.4757
ETH*(-3),ETH*(-3)/USDT,eth3susdt,4,10,2,3.1215e-06,2.8616e-06,2,1,1,1,3.1265e-06,2.8046e-06,2.7969e-06,3.4255e-06,3.4255e-06,2.7969e-06,3.1215e-06,3.4255e-06,3.0745e-06,3.0745e-06,False,True,0,3.5761e-06,2.8046e-06,3.4255e-06,2.9142e-06
FOX,FOX/USDT,foxusdt,4,4,2,0.1731,0.1688,0,0,1,1,0.2298,0.1452,0.1574,0.1656,10000.1602,-9999.8371,0.1736,0.1656,0.17,0.17,False,False,0,0.1609,0.1452,0.1656,0.1597
KAI,KAI/USDT,kaiusdt,4,6,0,0.013435,0.015302,1,0,1,0,0.016883,0.013722,0.013435,0.016624,0.016624,-9999.985225,0.013435,0.015302,0.014413,0.014413,False,False,1,0.016624,0.013435,0.016883,0.015912
XYO,XYO/USDT,xyousdt,4,6,0,0.00936,0.009996,1,0,1,0,0.010352,0.00982,0.00936,0.00973,0.00973,-9999.99018,0.00936,0.00973,0.009261,0.009261,False,False,1,0.009936,0.00936,0.010352,0.010095
RNDR,RNDR/USDT,rndrusdt,4,4,2,0.7994,0.8568,1,0,1,1,0.9459,0.8517,0.8178,0.8568,10000.8349,-9999.1143,0.835,0.8568,0.8261,0.8261,False,False,1,0.8178,0.8178,0.9459,0.8921
FUSE,FUSE/USDT,fuseusdt,4,4,2,0.1429,0.0,2,1,0,1,0.1449,0.1434,0.1423,0.1451,0.1451,0.1423,0.1423,0.1451,0.148,0.148,True,True,0,0.1473,0.1434,0.1451,0.1444
CRPT,CRPT/USDT,crptusdt,4,4,0,0.1963,0.0,2,1,0,1,0.2459,0.2294,0.2238,0.276,0.276,0.2238,0.2238,0.276,0.1674,0.1674,True,True,0,0.3098,0.2294,0.276,0.2343
MTA,MTA/USDT,mtausdt,4,4,2,0.1348,0.1461,1,0,1,1,0.2663,0.2192,0.1314,0.1373,10000.141,-9999.7463,0.1348,0.1368,0.1376,0.1376,False,False,1,0.1373,0.1314,0.2663,0.2646
PAX,PAX/USDT,paxusdt,4,4,2,0.0,0.0,0,0,0,0,1.0032,1.0002,1.0013,1.0013,10001.001,-9998.9986,1.0013,1.0013,1.0013,1.0013,False,False,0,0.0,1.0002,1.0014,1.001
ABT,ABT/USDT,abtusdt,2,4,0,0.0898,0.0779,1,0,1,0,0.0941,0.0911,0.0898,0.0936,0.0936,-9999.906,0.0898,0.0936,0.0729,0.0729,False,False,1,0.0948,0.0898,0.0941,0.094
DAO,DAO/USDT,daousdt,4,4,0,1.6232,1.8224,2,1,1,1,2.051,1.6657,1.6232,1.8831,1.8831,-9998.1855,1.6232,1.6728,2.0311,2.0311,False,False,0,1.8831,1.6657,1.8831,1.8454
LHB,LHB/USDT,lhbusdt,2,6,0,0.0,0.0,0,0,0,0,0.001539,0.001241,0.001277,0.001277,0.001277,-9999.998688,0.001277,0.001277,0.001277,0.001277,False,False,0,0.0,0.001241,0.001309,0.001322
OCN,OCN/USDT,ocnusdt,4,8,2,0.0,0.0,0,0,0,0,0.00014393,9.935e-05,8.658e-05,8.658e-05,10000.00008637,-9999.99988491,8.658e-05,8.658e-05,8.658e-05,8.658e-05,False,False,1,0.0,8.54e-05,0.00014393,0.00011542
XTZ,XTZ/USDT,xtzusdt,4,4,0,1.913,1.8511,1,2,1,1,1.9688,1.9419,1.9358,2.0083,2.0083,1.9358,1.9358,1.9858,1.8036,1.8036,True,False,1,2.0083,1.9358,1.9688,1.9671
BORING,BORING/USDT,boringusdt,2,6,2,0.021415,0.021526,1,2,1,1,0.021041,0.019357,0.019357,0.021042,0.021042,0.019758,0.019357,0.021042,0.022833,0.022833,True,True,1,0.022415,0.019758,0.021041,0.020308
AAC,AAC/USDT,aacusdt,2,6,2,0.0,0.0,1,2,0,0,0.000691,0.000437,0.000424,0.000665,10000.000445,0.000424,0.000544,0.000544,0.000544,0.000544,False,False,1,0.0,0.000424,0.000691,0.000516
BADGER,BADGER/USDT,badgerusdt,4,4,0,5.5104,5.7326,2,1,1,1,6.338,5.7715,5.5104,6.1601,6.1601,-9994.0829,5.5104,5.8488,4.5242,4.5242,False,False,0,6.1601,5.7715,6.1601,5.8564
VSYS,VSYS/USDT,vsysusdt,2,6,2,0.004203,0.004734,1,2,0,1,0.004675,0.004601,0.004603,0.00487,0.00487,0.004603,0.004603,0.004734,0.003878,0.003878,True,False,1,0.004652,0.004603,0.004675,0.00462
TOKE,TOKE/USDT,tokeusdt,4,4,1,5.9494,4.9975,0,1,0,1,5.2155,4.4032,4.5164,4.9975,10004.4949,4.5164,4.5164,4.9975,5.8614,5.8614,False,False,0,4.5929,4.4032,4.9975,4.63
NKN,NKN/USDT,nknusdt,2,6,0,0.099749,0.10058,2,1,1,1,0.102312,0.100118,0.099749,0.106285,0.106285,-9999.896344,0.099749,0.10058,0.090328,0.090328,False,False,0,0.106285,0.100118,0.106285,0.102104
EFI,EFI/USDT,efiusdt,4,4,0,0.2163,0.2127,1,0,1,0,0.249,0.2271,0.2163,0.2224,0.2224,-9999.7682,0.2163,0.2127,0.2153,0.2153,False,False,1,0.2224,0.2163,0.249,0.2318
USDT,USDT/RUB,usdtrub,1,2,2,0.0,0.0,2,0,0,0,64.26,57.6,58.6,62.17,62.17,-9937.75,61.38,61.38,61.38,61.38,False,False,0,0.0,57.6,62.17,62.0
MONO,MONO/USDT,monousdt,4,4,2,0.4916,0.4668,2,1,1,1,0.466,0.465,0.4552,0.5019,0.5014,0.4552,0.4916,0.5019,0.5022,0.5022,False,True,0,0.5025,0.465,0.5014,0.4652
VR,VR/USDT,vrusdt,4,4,1,0.0,0.0702,2,1,1,0,0.0622,0.053,0.0532,0.0622,0.062,0.0532,0.0594,0.0622,0.0588,0.0588,False,True,0,0.0532,0.053,0.062,0.0604
MASK,MASK/USDT,maskusdt,4,4,0,1.8306,1.7093,1,2,1,1,2.0972,2.061,2.0297,2.4521,2.4521,2.0297,2.0297,1.8939,1.7783,1.7783,True,False,1,2.4521,2.0297,2.0972,2.0886
BIT,BIT/USDT,bitusdt,4,4,2,0.8486,0.8421,0,1,1,1,0.859,0.78,0.833,0.8518,10000.802,-9999.1482,0.8391,0.8421,0.8516,0.8516,False,False,0,0.8371,0.78,0.8518,0.8
CTXC,CTXC/USDT,ctxcusdt,4,4,0,0.1167,0.0,1,0,0,0,0.1648,0.1216,0.1167,0.1184,0.1184,-9999.8638,0.1167,0.115,0.106,0.106,False,False,1,0.1184,0.1167,0.1648,0.137
DYDX,DYDX/USDT,dydxusdt,4,4,0,1.8799,2.1443,1,0,1,0,2.3128,2.0789,1.8799,2.2424,2.2424,-9997.7583,1.8799,2.0956,1.9226,1.9226,False,False,1,2.2424,1.8799,2.3128,2.1304
SWRV,SWRV/USDT,swrvusdt,4,4,2,0.0531,0.0543,1,2,1,1,0.07,0.0627,0.0606,0.0691,0.0691,0.0606,0.0606,0.0691,0.0519,0.0519,True,True,1,0.06,0.0606,0.07,0.0673
POLS,POLS/USDT,polsusdt,4,4,2,0.5989,0.6406,1,0,1,1,0.6596,0.6338,0.6248,0.6406,10000.628,-9999.3579,0.64,0.6406,0.6117,0.6117,False,False,1,0.6248,0.6248,0.6596,0.6436
WAXP,WAXP/USDT,waxpusdt,2,6,0,0.131705,0.121874,1,0,1,0,0.143988,0.13144,0.131705,0.137405,0.137405,-9999.863102,0.131705,0.137405,0.120311,0.120311,False,False,1,0.137187,0.131705,0.143988,0.137462
WIN,WIN/USDT,winusdt,2,8,1,0.00014102,0.00014959,2,1,1,1,0.00014487,0.00014375,0.00014234,0.00014716,0.00014716,0.00014234,0.00014555,0.00014716,0.00014233,0.00014233,False,True,0,0.00014234,0.00014375,0.00014716,0.00014456
AKT,AKT/USDT,aktusdt,4,4,0,0.0,0.0,2,1,0,1,0.4812,0.4556,0.4429,0.482,0.482,0.4429,0.4429,0.482,0.4022,0.4022,True,True,0,0.5103,0.4556,0.482,0.4629
BREED,BREED/USDT,breedusdt,4,4,1,0.0,0.1152,1,2,1,2,0.1146,0.105,0.1047,0.1152,10000.1089,0.1047,0.1347,0.1152,0.1347,0.1347,False,False,1,0.1047,0.1047,0.1146,0.1127
STRM,STRM/USDT,strmusdt,4,4,0,0.0,0.0,2,1,0,2,0.2489,0.2039,0.1531,0.2549,0.2549,-9999.7618,0.1028,0.1028,0.1028,0.1028,False,False,0,0.2549,0.2039,0.2549,0.2187
GODS,GODS/USDT,godsusdt,4,4,0,0.6938,0.6203,1,0,1,0,1.4696,0.8157,0.6938,0.9768,0.9768,-9999.0374,0.6938,0.6203,0.3448,0.3448,False,False,1,0.458,0.7061,1.4696,0.8598
POND,POND/USDT,pondusdt,4,6,0,0.008321,0.009551,1,0,1,0,0.014264,0.009215,0.008321,0.010418,0.010418,-9999.989779,0.008321,0.009551,0.008346,0.008346,False,False,1,0.00807,0.008321,0.014264,0.010486
OMG,OMG/USDT,omgusdt,4,4,0,2.4703,2.4453,1,2,1,1,2.6146,2.5714,2.5507,2.6386,2.6386,2.5507,2.5507,2.6386,2.5187,2.5187,True,True,1,2.6467,2.5507,2.6146,2.613
LET,LET/USDT,letusdt,4,6,0,0.00128,0.001262,1,2,1,1,0.001311,0.001311,0.0013,0.001313,0.001313,0.001303,0.0013,0.001313,0.001045,0.001045,True,True,1,0.001327,0.001303,0.001311,0.001311
STORE,STORE/USDT,storeusdt,4,6,2,0.0,0.112356,2,1,1,0,0.13826,0.11754,0.100132,0.1786,0.1786,-9999.854198,0.116745,0.112356,0.116745,0.116745,False,False,0,0.100132,0.11754,0.1786,0.119557
BBF,BBF/USDT,bbfusdt,4,4,2,0.0,0.0,0,0,0,0,29.4712,25.1,27.1795,27.4672,10027.2099,-9972.5065,27.4672,27.4672,27.4672,27.4672,False,False,1,0.0,27.1795,29.4712,27.2299
USDD,USDD/USDT,usddusdt,4,4,0,0.9939,0.0,2,1,0,1,1.0067,0.9951,0.9939,1.0051,1.0051,-9998.9973,0.9939,1.0024,1.0007,1.0007,False,False,0,1.0051,0.9951,1.0051,1.0035
TUSD,TUSD/USDT,tusdusdt,4,4,2,1.0011,0.0,2,1,0,0,1.0012,1.001,1.0008,1.0016,1.0016,-9998.9986,1.0011,1.0014,1.0015,1.0015,False,False,0,0.0,1.001,1.0016,1.001
UTK,UTK/USDT,utkusdt,2,4,0,0.1327,0.131,1,0,1,0,0.1669,0.1432,0.1327,0.1448,0.1448,-9999.852,0.1327,0.131,0.1199,0.1199,False,False,1,0.1262,0.1327,0.1669,0.1483
WILD,WILD/USDT,wildusdt,4,4,1,0.3439,0.3655,2,1,1,1,0.3577,0.3576,0.3471,0.3641,0.3641,0.3471,0.3551,0.3641,0.3675,0.3675,False,True,0,0.3471,0.3576,0.3641,0.3576
WTC,WTC/USDT,wtcusdt,4,4,1,0.1673,0.2087,2,1,1,1,0.1969,0.1953,0.1955,0.2002,0.2002,0.1955,0.1955,0.2002,0.1518,0.1518,True,True,0,0.1947,0.1953,0.2002,0.196
AGLD,AGLD/USDT,agldusdt,4,4,2,0.5004,0.5535,1,0,0,1,0.7418,0.5772,0.4846,0.5535,10000.5126,-9999.4173,0.5114,0.5535,0.4895,0.4895,False,False,1,0.6582,0.4846,0.7418,0.5912
ETH*3,ETH*3/USDT,eth3lusdt,4,4,0,0.4807,0.5011,1,0,1,0,0.545,0.4945,0.4807,0.4914,0.4914,-9999.4759,0.4807,0.4914,0.5426,0.5426,False,False,1,0.4986,0.4807,0.545,0.5256
XMR,XMR/USDT,xmrusdt,4,2,0,163.18,175.96,2,0,1,1,189.63,164.63,163.18,179.7,179.7,-9813.55,163.18,169.51,150.58,150.58,False,False,0,179.7,164.63,179.7,187.38
ELA,ELA/USDT,elausdt,2,4,1,0.0,2.0903,1,2,1,0,1.9909,1.9237,1.846,2.0903,10001.863,1.846,2.0251,2.0903,1.8873,1.8873,False,False,1,1.846,1.846,1.9909,1.9598
SXP,SXP/USDT,sxpusdt,4,4,2,0.4433,0.4795,1,0,1,1,0.529,0.481,0.455,0.4795,10000.4614,-9999.5083,0.4586,0.4795,0.4755,0.4755,False,False,1,0.455,0.455,0.529,0.4945
PRQ,PRQ/USDT,prqusdt,4,4,1,0.1173,0.152,2,1,1,1,0.1253,0.1224,0.1113,0.1266,0.1266,0.1113,0.1173,0.1266,0.0869,0.0869,False,True,0,0.1113,0.1224,0.1266,0.1235
ANKR,ANKR/USDT,ankrusdt,2,6,0,0.038511,0.040538,1,0,1,0,0.042513,0.039414,0.038511,0.039699,0.039699,-9999.959937,0.038511,0.036961,0.038316,0.038316,False,False,1,0.039699,0.038511,0.042513,0.040528
ACT,ACT/USDT,actusdt,2,6,2,0.0,0.002895,1,0,1,1,0.00364,0.002806,0.00258,0.002895,10000.002834,-9999.996998,0.002766,0.002895,0.002594,0.002594,False,False,1,0.00258,0.00258,0.00364,0.003002
YFII,YFII/USDT,yfiiusdt,4,4,2,0.0,0.0,0,0,0,0,1450.0,1159.3376,1262.9264,1262.9264,11194.8807,-8744.419,1262.9264,1262.9264,1262.9264,1262.9264,False,False,0,0.0,1159.3376,1335.1408,1194.8807
PLU,PLU/USDT,pluusdt,4,4,1,9.3308,9.2743,2,1,1,1,9.6413,9.1796,9.0799,9.4901,9.2645,9.0799,9.4269,9.4901,8.309,8.309,False,True,0,9.0799,9.1796,9.2645,9.324
ALICE,ALICE/USDT,aliceusdt,4,4,2,2.8868,3.0172,2,1,1,1,3.0304,2.9815,2.8974,3.1896,3.1896,-9996.8966,2.9552,3.0172,2.5203,2.5203,False,False,0,2.8974,2.9815,3.1896,3.0172
SNT,SNT/USDT,sntusdt,4,6,0,0.031478,0.0,2,1,0,1,0.038565,0.034897,0.031478,0.036813,0.036813,-9999.964611,0.031478,0.034405,0.033721,0.033721,False,False,0,0.036813,0.034897,0.036813,0.035848
INV,INV/USDT,invusdt,6,2,2,89.29,90.84,1,2,1,1,111.0,105.26,101.74,118.95,118.95,102.4,101.74,118.95,86.47,86.47,True,True,1,81.82,102.4,111.0,106.32
ZBC,ZBC/USDT,zbcusdt,4,6,2,0.0,0.0,0,0,0,0,0.019493,0.015468,0.01581,0.016794,10000.016295,-9999.98263,0.01612,0.01612,0.01612,0.01612,False,False,1,0.0,0.01581,0.019493,0.017478
GARI,GARI/USDT,gariusdt,2,6,2,0.0,0.671002,2,1,1,2,0.656687,0.6465,0.638371,0.681714,0.681714,-9999.323495,0.727101,0.671002,0.639829,0.639829,False,False,0,0.638371,0.6465,0.681714,0.650097
SMT,SMT/USDT,smtusdt,4,6,1,0.002128,0.002521,1,2,1,1,0.002137,0.002111,0.001876,0.002521,10000.002023,0.001876,0.002047,0.002521,0.0021,0.0021,False,False,1,0.001876,0.001876,0.002137,0.002137
MX,MX/USDT,mxusdt,2,4,2,0.0,1.6105,1,0,1,0,1.68,1.5918,1.4469,1.6105,10001.5214,-9998.4082,1.5681,1.6105,1.5681,1.5681,False,False,1,1.4469,1.4469,1.68,1.6561
BTS,BTS/USDT,btsusdt,2,4,2,0.0,0.0127,2,0,1,1,0.0134,0.0122,0.0116,0.0126,0.0126,-9999.9872,0.0123,0.0126,0.0125,0.0125,False,False,0,0.0116,0.0122,0.0126,0.0129
GT,GT/USDT,gtusdt,2,4,0,5.7443,5.5999,1,0,1,0,5.8379,5.7297,5.7443,5.7715,5.7715,-9994.2583,5.7443,5.5999,5.493,5.493,False,False,1,5.7715,5.7443,5.8379,5.7677
AKRO,AKRO/USDT,akrousdt,2,5,0,0.00349,0.00337,1,2,1,1,0.00369,0.00357,0.00347,0.00371,0.00371,0.00347,0.00347,0.00371,0.00373,0.00373,True,True,1,0.00374,0.00347,0.00369,0.00362
ATOM,ATOM/USDT,atomusdt,3,4,2,11.2137,11.7748,2,1,1,1,11.4829,11.2935,10.7846,11.7747,11.7747,10.7846,11.2137,11.7747,10.6851,10.6851,False,True,0,12.2081,11.2935,11.7747,11.4583
ALGO,ALGO/USDT,algousdt,2,4,2,0.4801,0.4575,1,2,1,1,0.4492,0.4214,0.4199,0.4639,0.4639,0.4199,0.4199,0.4575,0.4532,0.4532,True,False,1,0.4213,0.4199,0.4492,0.4396
AE,AE/USDT,aeusdt,2,4,2,0.0,0.0823,1,0,1,0,0.1042,0.0763,0.0763,0.0823,10000.0763,-9999.9089,0.0766,0.0823,0.0787,0.0787,False,False,1,0.0763,0.0763,0.1042,0.0911
SCRT,SCRT/USDT,scrtusdt,4,4,1,2.306,2.3383,0,1,0,1,2.3382,2.2946,2.3061,2.3383,10002.2948,2.3061,2.3061,2.3383,2.2946,2.2946,False,False,0,2.3383,2.2946,2.3383,2.2948
LINK*3,LINK*3/USDT,link3lusdt,4,10,0,6.081e-06,7.1942e-06,1,0,1,0,7.82e-06,7.0829e-06,6.081e-06,6.8546e-06,6.8546e-06,-9999.9999927552,6.081e-06,6.8546e-06,8e-06,8e-06,False,False,1,6.66e-06,6.081e-06,7.82e-06,7.3141e-06
EM,EM/USDT,emusdt,2,6,0,0.00108,0.0,1,0,0,0,0.0037,0.0018,0.00108,0.001081,0.001081,-9999.997902,0.00108,0.00108,0.00108,0.00108,False,False,1,0.001081,0.00108,0.0037,0.002127
1INCH,1INCH/USDT,1inchusdt,4,6,2,0.931425,0.0,1,2,0,1,1.013246,0.990226,0.971564,1.017208,1.017208,0.971564,0.971564,0.94961,0.931739,0.931739,True,False,1,0.976269,0.971564,1.013246,0.995258
LAT,LAT/USDT,latusdt,2,4,0,0.0148,0.0,2,1,0,1,0.017,0.0162,0.0161,0.0171,0.0171,0.0161,0.0161,0.0171,0.0177,0.0177,True,True,0,0.0194,0.0162,0.0171,0.0163
CKB,CKB/USDT,ckbusdt,2,6,0,0.004959,0.005192,2,1,0,1,0.005025,0.004996,0.004959,0.005082,0.005082,-9999.994929,0.004959,0.005052,0.004841,0.004841,False,False,0,0.005082,0.004996,0.005082,0.005002
IOTA,IOTA/USDT,iotausdt,4,4,1,0.3438,0.3549,0,1,0,1,0.344,0.3378,0.3387,0.3549,10000.344,0.3387,0.3438,0.3549,0.3514,0.3514,False,False,0,0.351,0.3378,0.3549,0.3405
O3,O3/USDT,o3usdt,2,4,0,0.1934,0.0,1,0,0,0,0.2487,0.1882,0.1934,0.2222,0.2222,-9999.7923,0.1934,0.1565,0.1565,0.1565,False,False,1,0.0,0.1934,0.2487,0.2054
NAS,NAS/USDT,nasusdt,4,4,0,0.0854,0.0912,1,0,1,0,0.1186,0.0923,0.0854,0.0903,0.09,-9999.9047,0.0854,0.0903,0.0817,0.0817,False,False,1,0.0854,0.0854,0.1186,0.0957
UNIC,UNIC/USDT,unicusdt,4,4,2,10.31,10.4974,1,0,1,1,12.81,10.4541,10.4362,10.4974,10010.4362,-9989.3798,10.6549,10.4974,10.2362,10.2362,False,False,1,10.4362,10.4362,12.81,10.6202
WNXM,WNXM/USDT,wnxmusdt,4,4,2,19.1699,17.4503,1,0,1,1,17.8465,17.1335,16.1494,17.4503,10016.6132,-9982.5892,16.591,17.4503,19.2023,19.2023,False,False,1,16.1494,16.1494,17.8465,17.397
LINA,LINA/USDT,linausdt,4,6,0,0.009531,0.009001,2,1,1,1,0.01017,0.009983,0.009531,0.01079,0.01079,-9999.989728,0.009531,0.009727,0.008389,0.008389,False,False,0,0.01079,0.009983,0.01079,0.01004
CAW,CAW/USDT,cawusdt,2,12,1,0.0,6.5e-08,0,1,0,1,5.8561e-08,5.3125e-08,5.6e-08,6.5e-08,10000.000000056207,5.6e-08,6.001e-08,6.5e-08,3.8797e-08,3.8797e-08,False,False,0,5.6e-08,5.3125e-08,6.5e-08,5.3401e-08
SNX,SNX/USDT,snxusdt,2,4,0,2.5775,2.9257,1,2,1,1,2.7941,2.6844,2.65,2.8154,2.8154,2.65,2.65,2.6492,2.6554,2.6554,True,False,1,2.8154,2.65,2.7941,2.7338
HIT,HIT/USDT,hitusdt,4,8,2,0.0,8.92e-06,2,1,1,1,8.47e-06,8.05e-06,7.1e-06,1.297e-05,1.297e-05,-9999.9999912,8.51e-06,8.92e-06,6.89e-06,6.89e-06,False,False,0,7.1e-06,8.05e-06,1.297e-05,8.3e-06
COMP,COMP/USDT,compusdt,6,2,0,62.56,67.19,1,2,1,1,71.89,69.31,68.76,72.9,72.9,68.76,68.76,66.23,69.29,69.29,True,False,1,72.9,68.76,71.89,70.62
